model,asset,variant,n_cal,n_original_test,gap,memory_proxy,rho,qV,n_test,viol,pihat,p_kup,p_ind,p_cc,lr_uc,lr_ind,QS,width,TL
GJR-GARCH,ICLN,Full proxy,3026,1297,261,250,0.42251835577493213,0.005827330095895582,1036,8,0.007722007722007722,0.4427073182595779,0.7240596447633392,0.6998105656958781,0.5892550826974139,0.12463611929760532,0.000557012200856577,0.044187441590511425,Green
GJR-GARCH-t,ICLN,Contiguous,3026,1297,0,250,0.48962101940635383,0.004051716792189061,1297,10,0.007710100231303007,0.387813600448507,0.6933126945365644,0.6372110036075846,0.7457863021302709,0.15552256268570375,0.0005708789367515669,0.04675149080257437,Green
GJR-GARCH-t,ICLN,Logarithmic,3026,1297,13,250,0.48962101940635383,0.004051716792189061,1284,10,0.00778816199376947,0.4072767281708102,0.6918305776327649,0.6557841879266668,0.686736245217558,0.15711080674952882,0.00057283475458834,0.04679802184062624,Green
GJR-GARCH-t,ICLN,Full proxy,3026,1297,263,250,0.48962101940635383,0.004051716792189061,1034,8,0.007736943907156673,0.44627636712547303,0.7238015706311585,0.7029387452113907,0.5800917321003514,0.1248793166591895,0.000575917122232349,0.04543353417747349,Green
GARCH-N,ICLN,Contiguous,3026,1297,0,250,0.42728178638689085,0.006156702498093851,1297,11,0.008481110254433308,0.5724146950278559,0.6643109061452956,0.7760843706185001,0.31865893098900244,0.18832914838142756,0.0005647729465772101,0.046374913327465433,Green
GARCH-N,ICLN,Logarithmic,3026,1297,11,250,0.42728178638689085,0.006156702498093851,1286,11,0.008553654743390357,0.592967187086505,0.6629538531132392,0.7883250667728803,0.2857342413371655,0.18995526446761346,0.0005664947486408128,0.04641424325383269,Green
GARCH-N,ICLN,Full proxy,3026,1297,261,250,0.42728178638689085,0.006156702498093851,1036,8,0.007722007722007722,0.4427073182595779,0.7240596447633392,0.6998105656958781,0.5892550826974139,0.12463611929760532,0.0005693376564922383,0.045245812419926625,Green
Hist-Sim,ICLN,Contiguous,3026,1297,0,250,0.7539902198034529,0.0006036326608543849,1297,14,0.01079414032382421,0.7765673219946699,0.5802824125828769,0.8243508785096838,0.08053972384614694,0.30577830870515754,0.0005744610881173291,0.043427433425161546,Green
Hist-Sim,ICLN,Logarithmic,3026,1297,32,250,0.7539902198034529,0.0006036326608543849,1265,14,0.011067193675889328,0.7076267623800556,0.575475444652029,0.796814978824691,0.14065899166580076,0.3136065566595505,0.0005728632602014397,0.04287718336199365,Green
Hist-Sim,ICLN,Full proxy,3026,1297,282,250,0.7539902198034529,0.0006036326608543849,1015,10,0.009852216748768473,0.9621660204140821,0.6553621154480527,0.904178655163066,0.002250140412787982,0.1992064810330305,0.0005327706644498242,0.04042434666069702,Green
EWMA,ICLN,Contiguous,3026,1297,0,600,0.47115768682075393,0.0059736721367458015,1297,11,0.008481110254433308,0.5724146950278559,0.6643109061452956,0.7760843706185001,0.31865893098900244,0.18832914838142756,0.0005541056730576668,0.04539609674142732,Green
EWMA,ICLN,Logarithmic,3026,1297,12,600,0.47115768682075393,0.0059736721367458015,1285,11,0.008560311284046693,0.5948580518083242,0.6628296683233754,0.7894152231150442,0.28282117628408976,0.19010448677003922,0.0005564038288243449,0.045480263287597404,Green
EWMA,ICLN,Full proxy,3026,1297,612,600,0.47115768682075393,0.0059736721367458015,685,5,0.0072992700729927005,0.455497886291099,0.7861111617523148,0.7295797448637462,0.5569348371425811,0.07363836802025503,0.0005963715819788454,0.04378837937160655,Green
Moirai-1.1,NIFTY,Contiguous,2895,1242,0,512,0.11171115830376933,0.0017611793690417502,1242,7,0.005636070853462158,0.092157032915414,0.7780890919096546,0.23273584570421693,2.836285398422504,0.07941695752761291,0.00031330951772330916,0.025345457031482835,Green
Moirai-1.1,NIFTY,Logarithmic,2895,1242,5,512,0.11171115830376933,0.0017611793690417502,1237,7,0.005658852061438965,0.0947113016356966,0.7776499870862168,0.23785873908443295,2.7924165727054895,0.07974005685439067,0.00031337987371484773,0.025340719514907534,Green
Moirai-1.1,NIFTY,Full proxy,2895,1242,517,512,0.11171115830376933,0.0017611793690417502,725,5,0.006896551724137931,0.37367400148628405,0.7920053974836141,0.6501995396521489,0.7914103685308636,0.06954158971353053,0.0003135388933512195,0.023393089889589682,Green
Lag-Llama,NIFTY,Contiguous,2895,1242,0,512,0.1664063433968704,0.006083985553782142,1242,17,0.013687600644122383,0.21613343838954754,0.49195965423191157,0.367493823879254,1.5298601270467405,0.4722374054356635,0.0003250293212054665,0.025832075441953494,Green
Lag-Llama,NIFTY,Logarithmic,2895,1242,5,512,0.1664063433968704,0.006083985553782142,1237,17,0.0137429264349232,0.2105765202827476,0.4910729379316888,0.3603006746876026,1.5674582596522253,0.474174517663954,0.0003248308761780413,0.025797687565043075,Green
Lag-Llama,NIFTY,Full proxy,2895,1242,517,512,0.1664063433968704,0.006083985553782142,725,9,0.012413793103448275,0.5290134616634516,0.634071825968317,0.7323968110760082,0.3962862304177488,0.22657941011330252,0.0003136722467700713,0.02408528721887885,Green
GJR-GARCH,NIFTY,Contiguous,3079,1320,0,250,0.5899751658722796,0.0042764601656730475,1320,12,0.00909090909090909,0.7360181886955317,0.6387695234813197,0.8461943975359811,0.11365727593516128,0.22035504696643216,0.000298524914501525,0.023297617657309477,Green
GJR-GARCH,NIFTY,Logarithmic,3079,1320,17,250,0.5899751658722796,0.0042764601656730475,1303,12,0.00920951650038373,0.7713203464461134,0.6365678394984794,0.8573854263292489,0.08447641105151327,0.22325903390716917,0.0002984859615121049,0.02322419008983041,Green
GJR-GARCH,NIFTY,Full proxy,3079,1320,267,250,0.5899751658722796,0.0042764601656730475,1053,7,0.006647673314339981,0.24432145405506442,0.7594248175673869,0.4845023722267773,1.355485297204532,0.09378060564827706,0.0002840277926358201,0.02219501260654234,Green
GJR-GARCH-t,NIFTY,Contiguous,3079,1320,0,250,0.6008429611685704,0.0028553133057813533,1320,11,0.008333333333333333,0.530921563765278,0.6670962971916797,0.7491452234215477,0.39262737758741295,0.18501747143400848,0.0002924103013331195,0.02333998905827777,Green
GJR-GARCH-t,NIFTY,Logarithmic,3079,1320,18,250,0.6008429611685704,0.0028553133057813533,1302,11,0.008448540706605223,0.5632232726157227,0.664922362212379,0.7703760102794952,0.3341539438615304,0.18759917271441395,0.0002920447202034044,0.023242532304643883,Green
GJR-GARCH-t,NIFTY,Full proxy,3079,1320,268,250,0.6008429611685704,0.0028553133057813533,1052,6,0.005703422053231939,0.12760812466328605,0.7929453092191748,0.3026640868870207,2.321363525076439,0.0688999000961843,0.0002769557781903576,0.022282625140730337,Green
GARCH-N,NIFTY,Contiguous,3079,1320,0,250,0.5969007775150352,0.004438779402596547,1320,12,0.00909090909090909,0.7360181886955317,0.6387695234813197,0.8461943975359811,0.11365727593516128,0.22035504696643216,0.000301017806890037,0.02322605893846524,Green
GARCH-N,NIFTY,Logarithmic,3079,1320,18,250,0.5969007775150352,0.004438779402596547,1302,12,0.009216589861751152,0.7734221712491585,0.6364370746201246,0.8579926502296219,0.08288724919991752,0.22343224219369517,0.0003010039301056882,0.023150297771319536,Green
GARCH-N,NIFTY,Full proxy,3079,1320,268,250,0.5969007775150352,0.004438779402596547,1052,7,0.006653992395437262,0.24550013666914697,0.7593131840330267,0.4861196084098399,1.348730719883938,0.09387043516012739,0.0002795945991342561,0.022265763762887882,Green
Hist-Sim,NIFTY,Contiguous,3079,1320,0,250,0.6488589506471731,0.0030245018021237344,1320,9,0.006818181818181818,0.2176764560355809,0.7250929001761319,0.4397080172924305,1.5196236438398287,0.12366509498112066,0.000330021757581337,0.02519490837325421,Green
Hist-Sim,NIFTY,Logarithmic,3079,1320,21,250,0.6488589506471731,0.0030245018021237344,1299,9,0.006928406466512702,0.2388832437091719,0.7229540671811783,0.469340868656959,1.387172109405724,0.12567984196248005,0.0003292268015880679,0.025023954895220475,Green
Hist-Sim,NIFTY,Full proxy,3079,1320,271,250,0.6488589506471731,0.0030245018021237344,1049,7,0.00667302192564347,0.24906449691436824,0.7589773490659089,0.49098474200504816,1.3285434948157153,0.09414095921748356,0.00031506678782562805,0.02327917433229852,Green
EWMA,NIFTY,Contiguous,3079,1320,0,600,0.606997325069246,0.003782566968959799,1320,12,0.00909090909090909,0.7360181886955317,0.6387695234813197,0.8461943975359811,0.11365727593516128,0.22035504696643216,0.00029594551761014543,0.022966280148143687,Green
EWMA,NIFTY,Logarithmic,3079,1320,18,600,0.606997325069246,0.003782566968959799,1302,12,0.009216589861751152,0.7734221712491585,0.6364370746201246,0.8579926502296219,0.08288724919991752,0.22343224219369517,0.0002955717170564057,0.022857947573704056,Green
EWMA,NIFTY,Full proxy,3079,1320,618,600,0.606997325069246,0.003782566968959799,702,7,0.009971509971509971,0.993944025143126,0.7070783200866475,0.9318017612378491,5.760979683568784e-05,0.14121276911403413,0.0003059162923033365,0.02253447839154734,Green
Moirai-1.1,NIKKEI,Contiguous,4211,1806,0,512,0.09401060841754974,0.0060781385505903444,1806,12,0.006644518272425249,0.12694371487797707,0.06667971322164065,0.05806432971620422,2.329486892359302,3.3629206077033587,0.0004945754750024701,0.040757058736421145,Green
Moirai-1.1,NIKKEI,Logarithmic,4211,1806,4,512,0.09401060841754974,0.0060781385505903444,1802,12,0.006659267480577136,0.12916785873150854,0.06684740769330143,0.05897565214349109,2.30247708425496,3.3587841073139373,0.000494836611629033,0.04076613906588595,Green
Moirai-1.1,NIKKEI,Full proxy,4211,1806,516,512,0.09401060841754974,0.0060781385505903444,1290,7,0.005426356589147287,0.0706103349680846,0.026928747080477666,0.016872431975208754,3.268774916663377,4.895373549438361,0.0005188338251127555,0.04178262889613933,Green
Lag-Llama,NIKKEI,Contiguous,4211,1806,0,512,0.06659761381182502,0.011060343771721867,1806,12,0.006644518272425249,0.12694371487797707,0.688580963986158,0.28792467693834034,2.329486892359302,0.16062585056442913,0.0004629676927874139,0.040315267211512816,Green
Lag-Llama,NIKKEI,Logarithmic,4211,1806,4,512,0.06659761381182502,0.011060343771721867,1802,12,0.006659267480577136,0.12916785873150854,0.6882512685480401,0.291787045024372,2.30247708425496,0.16098499703034008,0.00046328932391582757,0.04033643247772561,Green
Lag-Llama,NIKKEI,Full proxy,4211,1806,516,512,0.06659761381182502,0.011060343771721867,1290,7,0.005426356589147287,0.0706103349680846,0.782176297988286,0.18775653592032676,3.268774916663377,0.07644343757229421,0.0004662384369175772,0.04100793021376976,Green
GJR-GARCH,NIKKEI,Contiguous,4395,1884,0,250,0.4122349089800979,0.005121543184359638,1884,18,0.009554140127388535,0.8446424291590597,0.16341072029286394,0.37143246744814995,0.038399843494116626,1.9423765861047002,0.0004564665926161788,0.033987442969073405,Green
GJR-GARCH,NIKKEI,Logarithmic,4395,1884,11,250,0.4122349089800979,0.005121543184359638,1873,18,0.009610250934329953,0.8645113708029923,0.16448578272659697,0.3750089764608524,0.02911604486450492,1.93249458727405,0.00045703858211890684,0.03395014958998124,Green
GJR-GARCH,NIKKEI,Full proxy,4395,1884,261,250,0.4122349089800979,0.005121543184359638,1623,16,0.009858287122612447,0.954136001736973,0.14732312965616953,0.34940296095316575,0.0033078244479055607,2.0997509894008317,0.00047682691640335226,0.03480702821948302,Green
GJR-GARCH-t,NIKKEI,Contiguous,4395,1884,0,250,0.42142201262565604,0.0033571114358577,1884,16,0.008492569002123142,0.499626987879367,0.12455588840899769,0.24477822403659627,0.45572865327482237,2.359076719524154,0.00045987514478722534,0.03465289485062363,Green
GJR-GARCH-t,NIKKEI,Logarithmic,4395,1884,11,250,0.42142201262565604,0.0033571114358577,1873,16,0.008542445274959957,0.5155392560368879,0.12538074359623827,0.250124578644082,0.4228079315899187,2.3487844097321613,0.0004602988686610578,0.034602681242496096,Green
GJR-GARCH-t,NIKKEI,Full proxy,4395,1884,261,250,0.42142201262565604,0.0033571114358577,1623,15,0.009242144177449169,0.7559413130558851,0.12687350335053457,0.2971622453468446,0.09660592554681724,2.3303480918677337,0.00048111799594614796,0.035508486554853266,Green
GARCH-N,NIKKEI,Contiguous,4395,1884,0,250,0.4465687615005488,0.005853897541344716,1884,18,0.009554140127388535,0.8446424291590597,0.16341072029286394,0.37143246744814995,0.038399843494116626,1.9423765861047002,0.0004788317917234475,0.034924559305406055,Green
GARCH-N,NIKKEI,Logarithmic,4395,1884,12,250,0.4465687615005488,0.005853897541344716,1872,18,0.009615384615384616,0.8663259600999178,0.16458417050407598,0.37532462850469334,0.02833401054511131,1.9315938924160605,0.00047994448222584053,0.03491135607495524,Green
GARCH-N,NIKKEI,Full proxy,4395,1884,262,250,0.4465687615005488,0.005853897541344716,1622,16,0.009864364981504316,0.9561189609685389,0.14742522993054633,0.349637025886834,0.0030276934193055327,2.0986917696236276,0.0004972228293219273,0.03576409865814179,Green
Hist-Sim,NIKKEI,Contiguous,4395,1884,0,250,0.5422012639059395,0.005345149292081713,1884,14,0.0074309978768577496,0.24033116552752382,0.0034074394532963995,0.006894704981681758,1.3786504092639955,8.57535270260712,0.0005453773261830917,0.04015477441453327,Green
Hist-Sim,NIKKEI,Logarithmic,4395,1884,16,250,0.5422012639059395,0.005345149292081713,1868,13,0.006959314775160599,0.162336879021973,0.0024745006672329027,0.0038648311308758622,1.952321755365725,9.159352824192922,0.0005428545500566833,0.04011576629873233,Green
Hist-Sim,NIKKEI,Full proxy,4395,1884,266,250,0.5422012639059395,0.005345149292081713,1618,13,0.008034610630407911,0.4106844241505698,0.003353656688148388,0.009652178257084674,0.6768184869812259,8.604324838980347,0.0005645199434724947,0.04020148724204512,Green
EWMA,NIKKEI,Contiguous,4395,1884,0,600,0.44270855296682854,0.004852117618012776,1884,16,0.008492569002123142,0.499626987879367,0.12455588840899769,0.24477822403659627,0.45572865327482237,2.359076719524154,0.0004806361043712011,0.03520391106098297,Green
EWMA,NIKKEI,Logarithmic,4395,1884,12,600,0.44270855296682854,0.004852117618012776,1872,16,0.008547008547008548,0.5170018470683733,0.1254562380178806,0.25060979336440803,0.4198701438431298,2.3478461713915237,0.0004818734361718759,0.035203806066070605,Green
EWMA,NIKKEI,Full proxy,4395,1884,612,600,0.44270855296682854,0.004852117618012776,1272,8,0.006289308176100629,0.1534187955618874,0.0377715583595873,0.04172718515584751,2.0379250573644407,4.3152798234031025,0.000508532553372933,0.03622625086589102,Green
Moirai-1.1,SP500,Contiguous,4334,1858,0,512,0.270746639845029,0.0024530336436822658,1858,28,0.015069967707212056,0.041025154000012005,0.07135091637214193,0.02439637778620142,4.174975573787169,3.2516656443891634,0.0004850140660167819,0.03078770632849961,Green
Moirai-1.1,SP500,Logarithmic,4334,1858,8,512,0.270746639845029,0.0024530336436822658,1850,28,0.015135135135135135,0.039073858229559964,0.07196445985012175,0.023573215154564002,4.257653543262066,3.2376347818840827,0.00048598175370368304,0.030813437556216853,Green
Moirai-1.1,SP500,Full proxy,4334,1858,520,512,0.270746639845029,0.0024530336436822658,1338,15,0.011210762331838564,0.662370822544198,0.1576792002534594,0.3350418212568454,0.19065644769363166,1.996343383058786,0.0003619078219693675,0.029683136734505365,Green
Lag-Llama,SP500,Contiguous,4334,1858,0,512,0.15838889984595728,0.008755692629862243,1858,17,0.00914962325080732,0.7085838731700612,0.5751538579340749,0.796988345964424,0.13969554131034245,0.3141349040440957,0.0004516756339906483,0.03369429976223784,Green
Lag-Llama,SP500,Logarithmic,4334,1858,5,512,0.15838889984595728,0.008755692629862243,1853,17,0.009174311926605505,0.7171559632785522,0.5746336074180431,0.8000248740389586,0.13123403658046717,0.3149908819172822,0.0004522616166024732,0.03372732375541225,Green
Lag-Llama,SP500,Full proxy,4334,1858,517,512,0.15838889984595728,0.008755692629862243,1341,7,0.005219985085756898,0.05281913830268942,0.7862807796797868,0.14784728880838058,3.7496320231058675,0.07351871749278871,0.00036240645379575836,0.03219925603223636,Green
GJR-GARCH,SP500,Contiguous,4517,1937,0,250,0.5090578274342461,0.004031650555740705,1937,24,0.0123902942694889,0.30806607944081044,0.3027816249417503,0.349788795603751,1.0389487993317363,1.0619026962176576,0.00037491105831834876,0.02781679801083551,Green
GJR-GARCH,SP500,Logarithmic,4517,1937,14,250,0.5090578274342461,0.004031650555740705,1923,24,0.0124804992199688,0.2925366138268022,0.3051698182766033,0.33970150414983813,1.1079104863436129,1.0514654655530649,0.00037442762047570926,0.02767421713199085,Green
GJR-GARCH,SP500,Full proxy,4517,1937,264,250,0.5090578274342461,0.004031650555740705,1673,21,0.012552301255230125,0.31289583215080174,0.2642762101542075,0.3222863313112868,1.0184126373103535,1.2462171644729096,0.0003894401191509605,0.02853240111613547,Green
GJR-GARCH-t,SP500,Contiguous,4517,1937,0,250,0.5339470658193624,0.002446318325893761,1937,25,0.012906556530717605,0.21852018770375267,0.4186412158829619,0.3382078550332839,1.5140627776914393,0.6541264558828175,0.00038649644173293615,0.02831385194929804,Green
GJR-GARCH-t,SP500,Logarithmic,4517,1937,15,250,0.5339470658193624,0.002446318325893761,1922,25,0.013007284079084287,0.20536601298969848,0.4168065403499833,0.3225332078505482,1.6037965502089957,0.6593018057272957,0.0003857800286390202,0.02814136332942287,Green
GJR-GARCH-t,SP500,Full proxy,4517,1937,265,250,0.5339470658193624,0.002446318325893761,1672,21,0.012559808612440191,0.31167060221158993,0.4646960719797746,0.4588318510037569,1.0235830607087948,0.5345598867353658,0.0004015935865831839,0.029028727851477233,Green
GARCH-N,SP500,Contiguous,4517,1937,0,250,0.5517298307447793,0.005611336700447361,1937,20,0.010325245224574084,0.8862078044958885,0.20144661971402558,0.437723828723942,0.02047884230680519,1.6318553486924259,0.0003803177499187613,0.02944096000131347,Green
GARCH-N,SP500,Logarithmic,4517,1937,16,250,0.5517298307447793,0.005611336700447361,1921,20,0.010411244143675169,0.8571960132618791,0.20331127737332533,0.4380582105904042,0.03238008090879241,1.6184268721810042,0.0003796237072594398,0.02928483210190813,Green
GARCH-N,SP500,Full proxy,4517,1937,266,250,0.5517298307447793,0.005611336700447361,1671,18,0.010771992818671455,0.7540912438639585,0.18686223277942232,0.3984572817621043,0.09812514200894151,1.742184826158308,0.00039542053688401777,0.030182964622868833,Green
Hist-Sim,SP500,Contiguous,4517,1937,0,250,0.6101275205260356,0.003282584740003286,1937,26,0.013422818791946308,0.1501974771572015,0.048334304318096925,0.050575700581826366,2.0702441282017947,3.8983239591773895,0.0005326152466734036,0.035980783542714945,Green
Hist-Sim,SP500,Logarithmic,4517,1937,19,250,0.6101275205260356,0.003282584740003286,1918,26,0.013555787278415016,0.13761696817175773,0.04930572143208006,0.04809103174082808,2.204405168468801,3.8649139706293454,0.0005343888930456655,0.035976174490025555,Green
Hist-Sim,SP500,Full proxy,4517,1937,269,250,0.6101275205260356,0.003282584740003286,1668,26,0.015587529976019185,0.0339984806348369,0.06525670323880547,0.019319739138853948,4.494780375274633,3.3984755295626314,0.0005638571356129194,0.03644486660743478,Green
EWMA,SP500,Contiguous,4517,1937,0,600,0.5471771915484027,0.004425509939703653,1937,27,0.013939081053175014,0.10007083987940499,0.05654087021943984,0.04199381573158688,2.704414104644755,3.636051727407903,0.00042405864015582196,0.02921535623333843,Green
EWMA,SP500,Logarithmic,4517,1937,16,600,0.5471771915484027,0.004425509939703653,1921,27,0.014055179593961478,0.09229566911657298,0.0574892951214678,0.03991023753941467,2.8338706137964245,3.608374202327809,0.00042426214710604876,0.029110672475175833,Green
EWMA,SP500,Full proxy,4517,1937,616,600,0.5471771915484027,0.004425509939703653,1321,13,0.00984102952308857,0.9535709075105266,0.11467923496424354,0.2876655029141006,0.0033899313152317423,2.4885239128143724,0.0003509395004726073,0.027153552928259758,Green
Moirai-1.1,STOXX,Contiguous,3574,1532,0,512,0.1362501385582728,0.0056021270230105155,1532,8,0.005221932114882507,0.03856811121316918,0.771888749866742,0.11282497452396799,4.279790082926329,0.08404503521447282,0.0003557785863629243,0.03092724704115275,Green
Moirai-1.1,STOXX,Logarithmic,3574,1532,5,512,0.1362501385582728,0.0056021270230105155,1527,8,0.005239030779305829,0.03967501111778049,0.7715238018853197,0.1155530797196467,4.231728713878759,0.08432186595229041,0.0003555827152644396,0.03088833791267569,Green
Moirai-1.1,STOXX,Full proxy,3574,1532,517,512,0.1362501385582728,0.0056021270230105155,1015,5,0.0049261083743842365,0.07159835475351947,0.8238407931095362,0.1924780999687505,3.2459915795593144,0.04955421668525872,0.0003343831934401913,0.02872817080648378,Green
Lag-Llama,STOXX,Contiguous,3574,1532,0,512,0.11970901810502992,0.014183848451985729,1532,1,0.0006527415143603133,1.3741874398163123e-06,0.9711587054410925,8.641926166925812e-06,23.316462938380678,0.0013071896354439616,0.00035290557730910626,0.03465496292978436,Green
Lag-Llama,STOXX,Logarithmic,3574,1532,5,512,0.11970901810502992,0.014183848451985729,1527,1,0.0006548788474132286,1.442991506188835e-06,0.9711114839441115,9.057606628124595e-06,23.222499808274755,0.0013114755039538295,0.0003526769432127204,0.03462592424936923,Green
Lag-Llama,STOXX,Full proxy,3574,1532,517,512,0.11970901810502992,0.014183848451985729,1015,1,0.0009852216748768472,0.0002090300070400242,0.9645588762647,0.0010332492921456054,13.74811924531356,0.001974333983033816,0.0003355856674461486,0.03277869631388794,Green
GJR-GARCH,STOXX,Contiguous,3757,1611,0,250,0.5004060682436456,0.003655795020219354,1611,21,0.01303538175046555,0.24207624122096122,0.028494062567040717,0.045812748646147525,1.368462395208267,4.7979233485439465,0.000330911544632149,0.023883578853103587,Green
GJR-GARCH,STOXX,Logarithmic,3757,1611,14,250,0.5004060682436456,0.003655795020219354,1597,20,0.012523481527864746,0.3294411006466415,0.02350941967697568,0.04779761185249458,0.9510935463001644,5.1304656576552645,0.00032266736121303513,0.023672953002289585,Green
GJR-GARCH,STOXX,Full proxy,3757,1611,264,250,0.5004060682436456,0.003655795020219354,1347,15,0.011135857461024499,0.6807236165235194,0.009440744304263305,0.0316378703804346,0.16931240820717308,6.737488484137629,0.0003047723105567551,0.022649068142156493,Green
GJR-GARCH-t,STOXX,Contiguous,3757,1611,0,250,0.5379269068742477,0.002293718199635971,1611,20,0.012414649286157667,0.3478790619807034,0.02308893476413446,0.048728552491230766,0.8811786421512773,5.161801612332766,0.00032576880451871997,0.024801883278816918,Green
GJR-GARCH-t,STOXX,Logarithmic,3757,1611,15,250,0.5379269068742477,0.002293718199635971,1596,20,0.012531328320802004,0.32814464278919525,0.023539882196429055,0.04772919443256141,0.9562059417677169,5.128218109628648,0.00032290444490369716,0.02448760184762358,Green
GJR-GARCH-t,STOXX,Full proxy,3757,1611,265,250,0.5379269068742477,0.002293718199635971,1346,16,0.01188707280832095,0.4992316497467204,0.012612215380514274,0.03544978573619649,0.45656939665236695,6.222706743618033,0.00030622959869887795,0.02326170574342165,Green
GARCH-N,STOXX,Contiguous,3757,1611,0,250,0.5348842449768636,0.006102484169992189,1611,12,0.0074487895716946,0.28109727679331303,0.07589574871768856,0.11576140363864307,1.161777164897881,3.1506709777265485,0.0003247328056527998,0.026405849363970186,Green
GARCH-N,STOXX,Logarithmic,3757,1611,15,250,0.5348842449768636,0.006102484169992189,1596,12,0.007518796992481203,0.297443290239412,0.07670459051600846,0.12129852837366449,1.0856219173914292,3.1333792730629852,0.00032224922549849025,0.026145694431214218,Green
GARCH-N,STOXX,Full proxy,3757,1611,265,250,0.5348842449768636,0.006102484169992189,1346,10,0.007429420505200594,0.32066513824091897,0.060428489308955925,0.10477831678679436,0.9862316553096813,3.5255852034733266,0.0003107304091087404,0.024984410303899515,Green
Hist-Sim,STOXX,Contiguous,3757,1611,0,250,0.515222720113749,0.00588903586319257,1611,8,0.004965859714463066,0.024467417139318437,0.00034456838701332494,0.00013154691757048267,5.06119105902777,12.8111029057158,0.0004101742293169365,0.03475807936934159,Green
Hist-Sim,STOXX,Logarithmic,3757,1611,14,250,0.515222720113749,0.00588903586319257,1597,8,0.005009392611145898,0.026550854230672317,0.00035099305105330424,0.0001436454103115691,4.919782840047922,12.776542607038436,0.00040879652498123525,0.034599619589881274,Green
Hist-Sim,STOXX,Full proxy,3757,1611,264,250,0.515222720113749,0.00588903586319257,1347,8,0.005939123979213066,0.105124164664175,0.0005033819080695718,0.0006333018270596492,2.6260315698030823,12.103095289123289,0.0003872655420442183,0.03149483295278461,Green
EWMA,STOXX,Contiguous,3757,1611,0,600,0.5298611372946637,0.0056392855437199275,1611,17,0.010552451893234015,0.8251933439099742,0.011328429409387806,0.039521132350206524,0.04878373456854734,6.4130557732849525,0.0003419463299879388,0.02684478761912534,Green
EWMA,STOXX,Logarithmic,3757,1611,15,600,0.5298611372946637,0.0056392855437199275,1596,17,0.010651629072681704,0.7957138152297945,0.01155255980292782,0.039849233362276644,0.06702825904690624,6.378275964986841,0.000337330191496748,0.02635932408784704,Green
EWMA,STOXX,Full proxy,3757,1611,615,600,0.5298611372946637,0.0056392855437199275,996,11,0.01104417670682731,0.744631324698751,0.004337418467418813,0.016220459344309244,0.106097725195343,8.1368660969474,0.0003131969735200402,0.023618149330020637,Green
Moirai-1.1,TLT,Contiguous,3883,1665,0,512,0.06840771476799468,0.000742595560915247,1665,15,0.009009009009009009,0.6793569199612256,0.6013954100496643,0.8010166597605751,0.17085064109866988,0.27289642575678386,0.00035146732955420234,0.027961412022829403,Green
Moirai-1.1,TLT,Logarithmic,3883,1665,4,512,0.06840771476799468,0.000742595560915247,1661,15,0.009030704394942806,0.6864693681384786,0.6009536152626658,0.803926782338719,0.16293413932404022,0.27356002206173,0.0003517726696157948,0.02797784534146209,Green
Moirai-1.1,TLT,Full proxy,3883,1665,516,512,0.06840771476799468,0.000742595560915247,1149,11,0.009573542210617928,0.8836647777842573,0.6445472791513269,0.8894717093938079,0.0214110253955484,0.21284412950049614,0.00030970256361820064,0.02834636329682154,Green
Lag-Llama,TLT,Contiguous,3883,1665,0,512,0.10717541505009166,0.004687452096150154,1665,21,0.012612612612612612,0.30316887452313357,0.46374633121570963,0.4499943350836195,1.060203067583922,0.5368375024162333,0.0003122132865982571,0.02680123200122052,Green
Lag-Llama,TLT,Logarithmic,3883,1665,5,512,0.10717541505009166,0.004687452096150154,1660,21,0.012650602409638554,0.2971768335854847,0.4630648880482374,0.4436815400301044,1.0868201619797198,0.5384762901858267,0.00031250483221032053,0.02682239078577776,Green
Lag-Llama,TLT,Full proxy,3883,1665,517,512,0.10717541505009166,0.004687452096150154,1148,15,0.013066202090592335,0.31871129514538044,0.5283634125151675,0.4986340178992372,0.994227630846833,0.3975381359259984,0.0003000792267819973,0.026625299499750277,Green
GJR-GARCH,TLT,Contiguous,4066,1744,0,250,0.3806986489340785,0.0011354798100596947,1744,18,0.010321100917431193,0.8933498568366695,0.5399356763691648,0.8213413919757852,0.017973871434268096,0.37565899133801395,0.00027174644774750765,0.02367807244097059,Green
GJR-GARCH,TLT,Logarithmic,4066,1744,10,250,0.3806986489340785,0.0011354798100596947,1734,18,0.010380622837370242,0.8742124277127103,0.5387563988943037,0.8175397121647406,0.025062096659473232,0.37784950297859154,0.00027188576439056905,0.023689275770386726,Green
GJR-GARCH,TLT,Full proxy,4066,1744,260,250,0.3806986489340785,0.0011354798100596947,1484,17,0.011455525606469003,0.5817967845138803,0.5300587307969322,0.7055279352816373,0.3033388644851165,0.3942789596004843,0.000273288252190384,0.023445169063753234,Green
GJR-GARCH-t,TLT,Contiguous,4066,1744,0,250,0.39290669568590875,0.00048796122125341,1744,18,0.010321100917431193,0.8933498568366695,0.5399356763691648,0.8213413919757852,0.017973871434268096,0.37565899133801395,0.00027206704312547457,0.023434680160426033,Green
GJR-GARCH-t,TLT,Logarithmic,4066,1744,10,250,0.39290669568590875,0.00048796122125341,1734,18,0.010380622837370242,0.8742124277127103,0.5387563988943037,0.8175397121647406,0.025062096659473232,0.37784950297859154,0.000272205387700978,0.023444197748955214,Green
